Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
578088,22436,12 COLOURED PARTY BALLOONS,10,2011-11-22T16:47:00Z,6,16376,United Kingdom
578270,22436,12 COLOURED PARTY BALLOONS,1,2011-11-23T13:39:00Z,8,14096,United Kingdom
579171,22436,12 COLOURED PARTY BALLOONS,10,2011-11-28T14:30:00Z,6,13030,United Kingdom
579433,22436,12 COLOURED PARTY BALLOONS,20,2011-11-29T13:15:00Z,6,17466,United Kingdom
579462,22436,12 COLOURED PARTY BALLOONS,20,2011-11-29T14:43:00Z,6,13211,United Kingdom
579536,22436,12 COLOURED PARTY BALLOONS,20,2011-11-30T09:53:00Z,6,12957,United Kingdom
579872,22436,12 COLOURED PARTY BALLOONS,10,2011-11-30T16:54:00Z,6,14085,United Kingdom
580115,22436,12 COLOURED PARTY BALLOONS,1,2011-12-01T16:22:00Z,8,NA,United Kingdom
580541,22436,12 COLOURED PARTY BALLOONS,20,2011-12-05T09:03:00Z,6,15358,United Kingdom
580647,22436,12 COLOURED PARTY BALLOONS,1,2011-12-05T13:14:00Z,6,14083,United Kingdom
580776,22436,12 COLOURED PARTY BALLOONS,2,2011-12-06T11:05:00Z,6,14562,United Kingdom
581129,22436,12 COLOURED PARTY BALLOONS,20,2011-12-07T12:48:00Z,6,15498,United Kingdom
